commodity,value,zscore,cdf
BARLEY,129.0,0.656191597269919,0.81
BARLEY,123.0,0.5612226935529694,0.798
BARLEY,123.0,0.5612226935529694,0.8
BARLEY,126.0,0.6087071454114442,0.808
BARLEY,120.0,0.5137382416944944,0.784
BARLEY,105.0,0.27631598240212013,0.686
BARLEY,105.0,0.27631598240212013,0.688
BARLEY,114.0,0.4187693379775448,0.74
BARLEY,120.0,0.5137382416944944,0.786
BARLEY,96.0,0.13386262682669556,0.636
BARLEY,108.0,0.323800434260595,0.714
BARLEY,114.0,0.4187693379775448,0.742
BARLEY,135.0,0.7511605009868688,0.838
BARLEY,120.0,0.5137382416944944,0.788
BARLEY,63.0,-0.388466343616528,0.452
BARLEY,20.0,-1.0690768202546677,0.05
BARLEY,22.5,-1.0295064437059387,0.064
BARLEY,24.0,-1.0057642177767012,0.074
BARLEY,30.0,-0.9107953140597516,0.134
BARLEY,28.0,-0.9424516152987348,0.108
BARLEY,30.0,-0.9107953140597516,0.136
BARLEY,20.0,-1.0690768202546677,0.052
BARLEY,30.0,-0.9107953140597516,0.138
BARLEY,28.0,-0.9424516152987348,0.11
BARLEY,28.0,-0.9424516152987348,0.112
BARLEY,30.0,-0.9107953140597516,0.14
BARLEY,60.0,-0.4359507954750029,0.43
BARLEY,87.0,-0.008590728748729048,0.57
BARLEY,58.0,-0.4676070967139861,0.418
BARLEY,48.0,-0.6258886029089024,0.336
BARLEY,45.0,-0.6733730547673772,0.312
BARLEY,42.0,-0.720857506625852,0.28
BARLEY,39.0,-0.768341958484327,0.246
BARLEY,24.0,-1.0057642177767012,0.076
BARLEY,26.0,-0.974107916537718,0.09
BARLEY,20.5,-1.061162744944922,0.058
BARLEY,20.0,-1.0690768202546677,0.054
BARLEY,20.5,-1.061162744944922,0.06
BARLEY,20.5,-1.061162744944922,0.062
BARLEY,20.0,-1.0690768202546677,0.056
BARLEY,18.0,-1.100733121493651,0.044
BARLEY,15.0,-1.1482175733521258,0.04
BARLEY,16.0,-1.1323894227326343,0.042
BARLEY,9.0,-1.2431864770690757,0.014
BARLEY,9.0,-1.2431864770690757,0.016
BARLEY,30.0,-0.9107953140597516,0.142
BARLEY,27.5,-0.9503656906084806,0.106
BARLEY,31.5,-0.8870530881305141,0.162
BARLEY,75.0,-0.19852853618262853,0.518
BARLEY,72.0,-0.2460129880411034,0.508
BARLEY,63.0,-0.388466343616528,0.454
BARLEY,57.0,-0.4834352473334777,0.416
BARLEY,51.0,-0.5784041510504274,0.362
BARLEY,90.0,0.03889372310974582,0.594
BARLEY,45.0,-0.6733730547673772,0.314
BARLEY,32.0,-0.8791390128207683,0.17
BARLEY,36.0,-0.8158264103428018,0.22
BARLEY,36.0,-0.8158264103428018,0.222
BARLEY,40.0,-0.7525138078648353,0.25
BARLEY,42.0,-0.720857506625852,0.282
BARLEY,40.0,-0.7525138078648353,0.252
BARLEY,42.0,-0.720857506625852,0.284
BARLEY,43.0,-0.7050293560063604,0.292
BARLEY,30.0,-0.9107953140597516,0.144
BARLEY,27.0,-0.9582797659182264,0.1
BARLEY,26.5,-0.9661938412279722,0.092
BARLEY,24.0,-1.0057642177767012,0.078
BARLEY,27.0,-0.9582797659182264,0.102
BARLEY,30.0,-0.9107953140597516,0.146
BARLEY,28.0,-0.9424516152987348,0.114
BARLEY,42.0,-0.720857506625852,0.286
BARLEY,44.0,-0.6892012053868688,0.302
BARLEY,39.0,-0.768341958484327,0.248
BARLEY,45.0,-0.6733730547673772,0.316
BARLEY,48.0,-0.6258886029089024,0.338
BARLEY,54.0,-0.5309196991919526,0.396
BARLEY,56.5,-0.4913493226432235,0.412
BARLEY,60.0,-0.4359507954750029,0.432
BARLEY,62.0,-0.4042944942360196,0.444
BARLEY,210.0,1.9382717974487405,0.946
BARLEY,198.0,1.7483339900148411,0.93
BARLEY,180.0,1.463427278863992,0.92
BARLEY,80.0,-0.11938778308517041,0.542
BARLEY,120.0,0.5137382416944944,0.79
BARLEY,102.0,0.2288315305436453,0.678
BARLEY,72.0,-0.2460129880411034,0.51
BARLEY,60.0,-0.4359507954750029,0.434
BARLEY,54.0,-0.5309196991919526,0.398
BARLEY,51.0,-0.5784041510504274,0.364
BARLEY,27.0,-0.9582797659182264,0.104
BARLEY,30.0,-0.9107953140597516,0.148
BARLEY,33.0,-0.8633108622012766,0.186
BARLEY,36.0,-0.8158264103428018,0.224
BARLEY,40.0,-0.7525138078648353,0.254
BARLEY,40.0,-0.7525138078648353,0.256
BARLEY,48.0,-0.6258886029089024,0.34
BARLEY,52.0,-0.5625760004309358,0.368
BARLEY,54.0,-0.5309196991919526,0.4
BARLEY,60.0,-0.4359507954750029,0.436
BARLEY,60.0,-0.4359507954750029,0.438
BARLEY,72.0,-0.2460129880411034,0.512
BARLEY,75.0,-0.19852853618262853,0.52
BARLEY,77.0,-0.16687223494364528,0.524
BARLEY,81.0,-0.10355963246567879,0.548
BARLEY,77.0,-0.16687223494364528,0.526
BARLEY,81.0,-0.10355963246567879,0.55
BARLEY,75.0,-0.19852853618262853,0.522
